Name of Restaurant,Features/Category,Market Segment,Cuisine,Top Dishes,Address,Area/Location,Latitude,Longitude,Zomato URL,Dining Rating
Kolkata Chat,"Home Delivery, Free Parking, Indoor Seating",Fast Food,"Street Food,  Sandwich,  Rolls","Fish Roll,  Grilled Chicken Sandwich,  Spring Roll,  Bhel Puri,  Corn Chaat,  Sev Puri,  Pani Puri"," 58, Muthalamman Koil Street, Selaiyur, Chennai",Selaiyur,12.9068,80.1425,https://www.zomato.com/chennai/kolkata-chat-selaiyur,
Cool Cap,"Home Delivery, Outdoor Seating",Fast Food,"Fast Food,  Beverages","Mojito,  Wrap,  Sandwich,  Mango Lassi,  Milkshake,  Rose Milk,  Fresh Lime Soda"," 14A-3, Lakshmi Avenue, IAF Road, Indira Nagar, Selaiyur, Chennai",Selaiyur,12.9068,80.1425,https://www.zomato.com/chennai/cool-cap-1-selaiyur,3.8
Tamil Nadu Biryani Centre,Delivery Only,Cloud Kitchen,"Biryani,  Seafood","Mutton Biryani,  Grilled Fish,  Chicken 65,  Meen Kuzhambu,  Raita,  Fish Biryani,  Vegetable Biryani"," 105/134, Choolaimedu High Road, Choolaimedu, Chennai",Choolaimedu,13.0632,80.225,https://www.zomato.com/chennai/tamil-nadu-biryani-centre-1-choolaimedu,
Hotel Sri Dhaya,"Home Delivery, Indoor Seating",Hotel,South Indian,"Idli Sambar,  Bonda Soup,  Curd Rice,  Masala Dosa,  Pongal,  Rasam Rice,  Rava Idli"," 25/11, Pillayar Koil Street, New Bus Stand, Chengalpattu, Chennai",Chengalpattu,12.6819,79.9888,https://www.zomato.com/chennai/hotel-sri-dhaya-chengalpattu,
Halal Thalapakattu,Indoor Seating,Restaurant,"Chinese,  North Indian","Tandoori Chicken,  Chicken Manchurian,  Chilli Chicken,  Biryani,  Dim Sum,  Fried Rice,  Sweet Corn Soup"," 208, Trunk Road, Kumananchavadi, Near Surya Hospital, Porur, Chennai",Porur,13.0382,80.1565,https://www.zomato.com/chennai/halal-thalapakattu-porur,
Fruitos Ice Creams,"Home Delivery, Vegetarian Only, Indoor Seating, Desserts and Bakes",Ice Cream Parlour,Ice Cream,"Falooda,  Milkshake,  Frozen Yogurt,  Vanilla Ice Cream,  Sundae,  Chocolate Ice Cream,  Kulfi"," 39, Amman Koil Street, Near Bhagwati Thearter, Kumananchavadi, Near Porur, Chennai",Porur,13.0382,80.1565,https://www.zomato.com/chennai/fruitos-ice-creams-porur,
Sri Balaji Sitrundi Centre,Indoor Seating,Restaurant,South Indian,"Ghee Podi Dosa,  Curd Rice,  Idli Sambar,  Uthappam,  Pongal,  Rasam Rice,  Filter Coffee"," 153, Coral Merchants Street, Muthialpet, George Town, Chennai",George Town,13.0969,80.2865,https://www.zomato.com/chennai/sri-balaji-sitrundi-centre-george-town,
Jyothi Hotel,"Breakfast, Indoor Seating",Hotel,South Indian,"Ghee Podi Dosa,  Idli Sambar,  Filter Coffee,  Rasam Rice,  Rava Idli,  Keerai Kootu,  Masala Dosa"," New 33, Old 16, Tiruwalluwar Puram, 1st Street, Opposite Naannaa Home, Choolaimedu, Chennai",Choolaimedu,13.0632,80.225,https://www.zomato.com/chennai/jyothi-hotel-choolaimedu,
Jayashree Foods,"Breakfast, Home Delivery, Vegetarian Only, Self Service",Restaurant,South Indian,"Pongal,  Filter Coffee,  Masala Dosa,  Bonda Soup,  Medu Vada,  Ghee Podi Dosa,  Uthappam"," 23, 3rd Street, Murugu Nagar, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/jayashree-foods-velachery,
Murugan Fast Food & Tiffin Center,"Breakfast, Indoor Seating",Restaurant,South Indian,"Medu Vada,  Curd Rice,  Rasam Rice,  Keerai Kootu,  Masala Dosa,  Idli Sambar,  Pongal"," Near Kumaran Nagar Bus Stop, Kolathur, Chennai",Kolathur,13.124,80.2121,https://www.zomato.com/chennai/murugan-fast-food-tiffin-center-kolathur,
Sathyam Grand,Indoor Seating,Restaurant,"Chinese,  North Indian,  South Indian","Uthappam,  Dragon Chicken,  Pongal,  Rajma Chawal,  Fried Rice,  Spring Rolls,  Bonda Soup"," 145, Banglore Highway, Sriperambudur, Kanchipuram District, Chennai",Kanchipuram District,12.8372,79.7042,https://www.zomato.com/chennai/sathyam-grand-kanchipuram-district,
Chill & Chat,"Breakfast, Vegetarian Only, Indoor Seating",Fast Food,"Street Food,  Sandwich,  Beverages","Grilled Chicken Sandwich,  Sev Puri,  BLT,  Club Sandwich,  Cold Coffee,  Mango Lassi,  Tender Coconut"," 3, Alagirisamy Street, K.K. Nagar, Chennai",K.K. Nagar,13.041,80.1994,https://www.zomato.com/chennai/chill-chat-k-k-nagar,3.5
Sri Sai Andhra Mess & Fast food,"Breakfast, Home Delivery, Outdoor Seating, Indoor Seating",Restaurant,"South Indian,  North Indian,  Chinese","Rasam Rice,  Biryani,  Dal Makhani,  Spring Rolls,  Sweet Corn Soup,  Curd Rice,  Aloo Paratha"," Maddambakkam Main Road, Opposite Bharath University, Tambaram, Chennai",Tambaram,12.9249,80.1,https://www.zomato.com/chennai/sri-sai-andhra-mess-fast-food-tambaram,
Maami Samyaal,"Vegetarian Only, Indoor Seating",Restaurant,South Indian,"Filter Coffee,  Bonda Soup,  Idli Sambar,  Curd Rice,  Rava Idli,  Ghee Podi Dosa,  Keerai Kootu"," 36, Jagadambal Colony, Sripuram, Teachers Colony, Regenta Central Deccan Royapettah, Chennai",Royapettah,13.054,80.2641,https://www.zomato.com/chennai/maami-samyaal-royapettah,
Madurainaygam Chettinadu Mess,"Breakfast, Home Delivery, Indoor Seating",Restaurant,South Indian,"Uthappam,  Idli Sambar,  Masala Dosa,  Rasam Rice,  Curd Rice,  Ghee Podi Dosa,  Medu Vada"," 11/5, Vinayaka Nagar Colony, Mylapore, Chennai",Mylapore,13.0368,80.2676,https://www.zomato.com/chennai/madurainaygam-chettinadu-mess-mylapore,
Chocolake,"Home Delivery, Indoor Seating, Desserts and Bakes",Fast Food,"Bakery,  Fast Food,  Desserts","Chocolate Mousse,  Kheer,  Nuggets,  Milkshake,  Fried Chicken,  Bread Loaf,  Cheesecake"," 5, Mahalakshmi Nagar, Brindavan Nagar Main Road, Adambakkam, Chennai",Adambakkam,12.967,80.199,https://www.zomato.com/chennai/chocolake-adambakkam,
MSM Classic Chettinadu Restaurant,"Breakfast, Home Delivery, Free Parking, Indoor Seating",Restaurant,"Chinese,  Chettinad,  Juices","Nandu Masala,  Chettinad Fish Curry,  Pomegranate Juice,  Beetroot Juice,  Appam,  Kavuni Arisi,  Chilli Chicken"," 10, Camp Road, Parashakti Nagar, Near MJL Swimming Pool, Selaiyur, Chennai",Selaiyur,12.9068,80.1425,https://www.zomato.com/chennai/msm-classic-chettinadu-restaurant-selaiyur,
Hangout Multicuisine Restaurant,"Home Delivery, Indoor Seating, Free Parking",Restaurant,"Biryani,  North Indian,  Chettinad,  Chinese","Butter Chicken,  Gobi Manchurian,  Aloo Paratha,  Sherbet,  Chole Bhature,  Rajma Chawal,  Tandoori Chicken"," 1/343, Big St. AGS Office Colony, Near Police Station, Keelkattalai, Near Madipakkam, Chennai",Madipakkam,12.9647,80.1961,https://www.zomato.com/chennai/hangout-multicuisine-restaurant-madipakkam,4
S P Restaurant,Indoor Seating,Restaurant,Chinese,"Fried Rice,  Chilli Paneer,  Dim Sum,  Chicken Manchurian,  Chilli Chicken,  Dragon Chicken,  Hakka Noodles"," 1/117, Theradi Street, Nenmeli, Sriperumbudur, Kanchipuram District, Chennai",Kanchipuram District,12.8372,79.7042,https://www.zomato.com/chennai/s-p-restaurant-kanchipuram-district,
Saravana Sweets & Bakery,"Home Delivery, Desserts and Bakes",Bakery & Sweet Shop,Bakery,"Cupcake,  Chocolate Cake,  Danish Pastry,  Brownie,  Croissant,  Sourdough Bread,  Cookies"," Shop 14, Kalikunram Main Road, Kazhikundram, Taramani, Chennai",Taramani,12.9863,80.2432,https://www.zomato.com/chennai/saravana-sweets-bakery-taramani,3.8
Eden Cream and Cane,"Free Parking, Indoor Seating, Self Service",Cafe,"Juices,  Beverages","Beetroot Juice,  Fresh Lime Soda,  Cold Coffee,  Mojito,  Pineapple Juice,  Mango Lassi,  Green Juice"," 5th Main Road, Vijayanagar, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/eden-cream-and-cane-1-velachery,
Sankaran Homely Pure Veg ,"Breakfast, Indoor Seating",Restaurant,"South Indian,  Chettinad","Appam,  Kari Dosai,  Filter Coffee,  Masala Dosa,  Chettinad Fish Curry,  Pongal,  Uthappam"," 13/3, Elango Salai, Teynampet, Chennai",Teynampet,13.0405,80.2503,https://www.zomato.com/chennai/sankaran-homely-pure-veg-teynampet,
AAA Snacks,Home Delivery,Restaurant,"Beverages,  Ice Cream","Mango Lassi,  Fresh Lime Soda,  Mango Ice Cream,  Green Tea,  Cold Coffee,  Falooda,  Tender Coconut"," 122/70, Kothuval Chavadi Street, West Saidapet, Saidapet, Chennai",Saidapet,13.0213,80.2231,https://www.zomato.com/chennai/aaa-snacks-saidapet,3.7
Cut Coffee,"Home Delivery, Vegetarian Only, Indoor Seating",Cafe,"Coffee,  Beverages","Mango Lassi,  Rose Milk,  Mocha,  Mojito,  Buttermilk,  Flat White,  Macchiato"," 5, Ascendas IT Park Phases 1 CSIR Road, Taramani, Chennai","Ascendas IT Park, Taramani",12.9863,80.2432,https://www.zomato.com/chennai/cut-coffee-taramani,
Hunger Hub,Takeaway Only,Restaurant,Japanese,"Ramen,  Sushi,  Miso Soup,  Udon,  Edamame,  Teriyaki Chicken,  Matcha Ice Cream"," 7/13, Annai Indra Nagar, Keezhe Naduvangarai, Anna Nagar East, Chennai",Anna Nagar East,13.092,80.2236,https://www.zomato.com/chennai/hunger-hub-anna-nagar-east,
Hi-Way Snacks,Home Delivery,Fast Food,"Fast Food,  Chinese,  Street Food,  Beverages","Sandwich,  Filter Coffee,  Buttermilk,  Milkshake,  Rose Milk,  Vada Pav,  Fried Rice"," Kelambakkam Main Road, Vandalur, Chennai",Vandalur,12.8913,80.081,https://www.zomato.com/chennai/hi-way-snacks-vandalur,
Kavihaas Kitchen,"Breakfast, Delivery Only",Cloud Kitchen,"South Indian,  Andhra,  Kerala","Idli Sambar,  Mirchi Bajji,  Malabar Biryani,  Majjiga Pulusu,  Payasam,  Curd Rice,  Ghee Podi Dosa"," 51, Bharathi Street, Annai Indra Nagar, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/kavihaas-kitchen-velachery,
Grand Cafe,"Breakfast, Indoor Seating",Fast Food,"South Indian,  Street Food","Idli Sambar,  Pongal,  Curd Rice,  Uthappam,  Filter Coffee,  Kachori,  Medu Vada"," 25 F, 2nd Avenue, Near Anna Nagar Roundtana, Anna Nagar East, Chennai",Anna Nagar East,13.092,80.2236,https://www.zomato.com/chennai/grand-cafe-1-anna-nagar-east,
Cake Nest,"Indoor Seating, Desserts and Bakes",Bakery & Sweet Shop,"Bakery,  Desserts","Croissant,  Cheesecake,  Tiramisu,  Cupcake,  Kheer,  Jalebi,  Brownie"," 2/6, Ottiyambakkam Main Road, Sittalapakkam, Medavakkam, Chennai",Medavakkam,12.92,80.192,https://www.zomato.com/chennai/cake-nest-medavakkam,4.1
Jaishree Sweets & Bakery,"Home Delivery, Standing Tables, Desserts and Bakes",Bakery & Sweet Shop,"Mithai,  Bakery","Muffin,  Rasgulla,  Brownie,  Chocolate Cake,  Ladoo,  Cheesecake,  Cupcake"," 313, Kamarajar Salai, Manali, Porur, Chennai",Porur,13.0382,80.1565,https://www.zomato.com/chennai/jaishree-sweets-bakery-porur,
Hotel Senthil,"Breakfast, Takeaway Only, Vegetarian Only, Standing Tables",Hotel,South Indian,"Masala Dosa,  Rava Idli,  Pongal,  Medu Vada,  Bonda Soup,  Filter Coffee,  Ghee Podi Dosa"," PP Nagar, Razzack Garden Main Road, Arumbakkam, Chennai",Arumbakkam,13.0724,80.2102,https://www.zomato.com/chennai/hotel-senthil-arumbakkam,
Royal Fresh Juice,Indoor Seating,Cafe,"Juices,  Beverages","Beetroot Juice,  Masala Chai,  Pineapple Juice,  Mango Lassi,  Tender Coconut,  Rose Milk,  Cold Coffee"," 16/7, Chinna Mettukuppam, Maduravoyal, Chennai",Maduravoyal,13.0656,80.1608,https://www.zomato.com/chennai/royal-fresh-juice-maduravoyal,
SPN Tiffin Centre,Indoor Seating,Fast Food,"South Indian,  Fast Food","Rava Idli,  Filter Coffee,  Masala Dosa,  Burger,  Rasam Rice,  Curd Rice,  Wrap"," 94, Arunachalam Naicken Street, Chintadripet, Egmore, Chennai",Egmore,13.0732,80.2609,https://www.zomato.com/chennai/spn-tiffin-centre-egmore,
Sri Selva Sweets and Bakery,"Takeaway Only, Desserts and Bakes",Restaurant,"Mithai,  Bakery,  Street Food","Barfi,  Cupcake,  Muffin,  Sandesh,  Samosa,  Vada Pav,  Sourdough Bread"," 31/7, 12th Lane, 3rd Avenue, Indira Nagar, Adyar, Chennai",Adyar,13.0012,80.2565,https://www.zomato.com/chennai/sri-selva-sweets-and-bakery-adyar,
Say Cheese,"Home Delivery, Indoor Seating",Restaurant,Arabian,"Baklava,  Kunafa,  Grilled Chicken,  Kabsa,  Fattoush,  Mandi Biryani,  Hummus"," 7, Kamakoti Nagar, Main Road, Valasaravakkam, Chennai",Valasaravakkam,13.0403,80.1723,https://www.zomato.com/chennai/say-cheese-valasaravakkam,
Relax Cafe,"Breakfast, Indoor Seating",Fast Food,"Fast Food,  Juices","Pomegranate Juice,  Mango Juice,  Nuggets,  Pineapple Juice,  Watermelon Juice,  Peri Peri Fries,  Burger"," 13/3, Arya Gowda Road, Opposite Shobana Kalyana Mandapam, West Mambalam, Chennai",West Mambalam,13.0383,80.2209,https://www.zomato.com/chennai/relax-cafe-west-mambalam,
Ekanta Vilas Veg Restuarant,"Breakfast, Indoor Seating, Table Reservation Not Required",Restaurant,"South Indian,  North Indian","Ghee Podi Dosa,  Medu Vada,  Rava Idli,  Tandoori Chicken,  Rajma Chawal,  Keerai Kootu,  Butter Chicken"," Sastri Nagar, Madipakkam, Chennai",Madipakkam,12.9647,80.1961,https://www.zomato.com/chennai/ekanta-vilas-veg-restuarant-madipakkam,
The Sandwich Corner,"Home Delivery, Outdoor Seating",Fast Food,"Sandwich,  Fast Food","BLT,  Wrap,  Burger,  French Fries,  Peri Peri Fries,  Onion Rings,  Cold Coffee"," Shop 1, Arush Super Mart, Ramakrishna Nagar Extension, Mugalivakkam, Porur, Chennai",Porur,13.0382,80.1565,https://www.zomato.com/chennai/the-sandwich-corner-porur,
Muthumani Chettinad Military Hotel,Indoor Seating,Hotel,"South Indian,  Chinese","Spring Rolls,  Fried Rice,  Dim Sum,  Idli Sambar,  Masala Dosa,  Chilli Paneer,  Hakka Noodles"," 11, MMDA Colony, Arumbakkam, Chennai",Arumbakkam,13.0724,80.2102,https://www.zomato.com/chennai/muthumani-chettinad-military-hotel-arumbakkam,3.7
Impress Foods,Indoor Seating,Restaurant,Sri Lankan,"Dhal Curry,  Coconut Roti,  Egg Hoppers,  Pol Sambol,  String Hoppers,  Hoppers,  Kiri Peni"," D 1, OMR Food Street, 10 MGR Road, Kandanchavadi, Perungudi, Chennai",Perungudi,12.9654,80.2461,https://www.zomato.com/chennai/impress-foods-perungudi,
Suvai Amuthu,Home Delivery,Fast Food,"Fast Food,  South Indian","Curd Rice,  Peri Peri Fries,  Hot Dog,  Fried Chicken,  Medu Vada,  Idli Sambar,  Pongal"," 23, Lakeview Street, Jafferkhanpet, Ashok Nagar, Chennai",Ashok Nagar,13.0373,80.2123,https://www.zomato.com/chennai/suvai-amuthu-ashok-nagar,
Tawakkal Biryani,"Home Delivery, Indoor Seating",Restaurant,Biryani,"Raita,  Egg Biryani,  Chicken 65,  Salna,  Vegetable Biryani,  Mutton Biryani,  Haleem"," 249, Angappan Street, George Town, Chennai",George Town,13.0969,80.2865,https://www.zomato.com/chennai/tawakkal-biryani-george-town,3.9
SKB,"Breakfast, Home Delivery",Restaurant,"Hyderabadi,  Chettinad,  North Indian","Keema Paratha,  Hyderabadi Dum Biryani,  Double Ka Meetha,  Rogan Josh,  Nandu Masala,  Mutton Biryani,  Chicken Grill"," 1 A, Vasudevan Nagar, Urapakkam, Vandalur, Chennai",Vandalur,12.8913,80.081,https://www.zomato.com/chennai/skb-vandalur,
Desi Tadka,"Takeaway Only, Vegetarian Only",Fast Food,"Sandwich,  Fast Food","Burger,  Peri Peri Fries,  Cold Coffee,  Milkshake,  Nuggets,  Fried Chicken,  Hot Dog"," 116, Gunavanthi Bhavan Complex, Near High Court, Broadway Street, George Town, Chennai",George Town,13.0969,80.2865,https://www.zomato.com/chennai/desi-tadka-george-town,
Hotel Shanmuga Bhavan,"Breakfast, Indoor Seating",Hotel,South Indian,"Filter Coffee,  Medu Vada,  Curd Rice,  Bonda Soup,  Masala Dosa,  Uthappam,  Pongal"," 53, Alapakkam Main Road, Opposite Krishna Nagar Police Booth, Maduravoyal, Chennai",Maduravoyal,13.0656,80.1608,https://www.zomato.com/chennai/hotel-shanmuga-bhavan-maduravoyal,
Indian Fast Food,"Home Delivery, Indoor Seating",Restaurant,Chinese,"Chilli Paneer,  Chilli Chicken,  Chicken Manchurian,  Gobi Manchurian,  Fried Rice,  Sweet Corn Soup,  Dragon Chicken"," 2/309, Medavakkam Road, Kovilambakkam, Keelkattalai, Medavakkam, Chennai",Medavakkam,12.92,80.192,https://www.zomato.com/chennai/indian-fast-food-medavakkam,
Season Foods,Takeaway Only,Restaurant,South Indian,"Uthappam,  Masala Dosa,  Filter Coffee,  Rasam Rice,  Medu Vada,  Keerai Kootu,  Idli Sambar"," 4/397, Rajiv Gandhi Street, Perumbakkam Main Road, Medavakkam, Chennai",Medavakkam,12.92,80.192,https://www.zomato.com/chennai/season-foods-medavakkam,
Night Riders,Takeaway Only,Fast Food,"South Indian,  Fast Food","Bonda Soup,  Rasam Rice,  Curd Rice,  Pongal,  Uthappam,  Idli Sambar,  Hot Dog"," 89, Pammal Nalla Thambi Street, MGR Nagar, Adambakkam, Chennai",Adambakkam,12.967,80.199,https://www.zomato.com/chennai/night-riders-adambakkam,
Sri Velan Ice Park,"Vegetarian Only, Indoor Seating, Desserts and Bakes",Ice Cream Parlour,Ice Cream,"Frozen Yogurt,  Sundae,  Milkshake,  Mango Ice Cream,  Falooda,  Vanilla Ice Cream,  Strawberry Ice Cream"," 68, Mannady Street, George Town, Chennai",George Town,13.0969,80.2865,https://www.zomato.com/chennai/sri-velan-ice-park-george-town,
Bhopali Mess,"Breakfast, Takeaway Only",Restaurant,North Indian,"Dal Makhani,  Aloo Paratha,  Palak Paneer,  Rogan Josh,  Rajma Chawal,  Biryani,  Chole Bhature"," Gangai Amman Kovil Street, Padur, Chennai",Padur,12.8077,80.2258,https://www.zomato.com/chennai/bhopali-mess-padur,
Herb House,Delivery Only,Cloud Kitchen,Beverages,"Tender Coconut,  Fresh Lime Soda,  Buttermilk,  Rose Milk,  Filter Coffee,  Cold Coffee,  Mango Lassi"," F2, Udhyam Apartment, Periyar Nagar, 1st street, Ganapati Nagar, Urapakkam, GST Road, Chennai",GST Road,12.9975,80.1908,https://www.zomato.com/chennai/herb-house-gst-road,
Tharun Fast Food & Tiffin Center,Indoor Seating,Restaurant,"Chinese,  Biryani","Hakka Noodles,  Vegetable Biryani,  Chicken 65,  Chilli Paneer,  Raita,  Brinjal Curry,  Chicken Biryani"," 21, Thirumangalam Sakai, Kambar Colony, Anna Nagar West, Chennai",Anna Nagar West,13.0862,80.2018,https://www.zomato.com/chennai/tharun-fast-food-tiffin-center-anna-nagar-west,
Chola Cafe,"Breakfast, Takeaway Only, Standing Tables",Fast Food,"Beverages,  Fast Food","Buttermilk,  Green Tea,  Hot Dog,  Cold Coffee,  Filter Coffee,  Masala Chai,  Nuggets"," United Colony, Redhills Road, Kolathur, Chennai",Kolathur,13.124,80.2121,https://www.zomato.com/chennai/chola-cafe-kolathur,
Lalith Mess,"Home Delivery, Indoor Seating",Restaurant,South Indian,"Uthappam,  Idli Sambar,  Bonda Soup,  Masala Dosa,  Ghee Podi Dosa,  Pongal,  Rava Idli"," 62, Bharathiyar Street, Veerapuram Mahindra City, Chengalpattu, Chennai","Mahindra World City, Chengalpattu",12.6819,79.9888,https://www.zomato.com/chennai/lalith-mess-chengalpattu,
Idly Corner,"Breakfast, Home Delivery, Standing Tables, Free Parking, Indoor Seating",Restaurant,South Indian,"Curd Rice,  Bonda Soup,  Pongal,  Rava Idli,  Masala Dosa,  Keerai Kootu,  Uthappam"," 8, Plot 4, Kasi City Park, Pillaiyar Kovil Street, West Jafferkhanpet, Ashok Nagar, Chennai",Ashok Nagar,13.0373,80.2123,https://www.zomato.com/chennai/idly-corner-ashok-nagar,
Bharath Restaurant & Bakery Products,"Home Delivery, Indoor Seating",Bakery & Sweet Shop,Bakery,"Bread Loaf,  Chocolate Cake,  Sourdough Bread,  Cookies,  Croissant,  Cupcake,  Brownie"," No.1, Chetty Street, Sriperumbudur, Kanchipuram District, Chennai",Kanchipuram District,12.8372,79.7042,https://www.zomato.com/chennai/bharath-restaurant-bakery-products-kanchipuram-district,
Avenue 11,"Home Delivery, Table reservation required, Free Parking, Indoor Seating",Restaurant,"North Indian,  Chinese","Spring Rolls,  Sweet Corn Soup,  Dal Makhani,  Chilli Paneer,  Biryani,  Rajma Chawal,  Naan"," New no 11, Raghava Veera Avenue, Poes Garden, Alwarpet, Chennai",Alwarpet,13.0335,80.2531,https://www.zomato.com/chennai/avenue-11-alwarpet,
Hotel Saravanas,"Breakfast, Indoor Seating",Hotel,South Indian,"Curd Rice,  Masala Dosa,  Idli Sambar,  Rasam Rice,  Ghee Podi Dosa,  Medu Vada,  Bonda Soup"," 5/23, Bangalore Trunk Road, Thirumazhisai, Chennai, Poonamalle, Chennai",Poonamalle,13.0473,80.0945,https://www.zomato.com/chennai/hotel-saravanas-poonamalle,3.9
Green 7,"Breakfast, Delivery Only",Cloud Kitchen,Fast Food,"Hot Dog,  Onion Rings,  French Fries,  Fried Chicken,  Sandwich,  Milkshake,  Burger"," 158/4, Sakthi Nagar, Pallavaram, Chennai",Pallavaram,12.9675,80.1491,https://www.zomato.com/chennai/green-7-pallavaram,
Crunchy Sandwich,"Breakfast, Indoor Seating",Fast Food,"Sandwich,  Burger","Classic Burger,  Crispy Chicken Burger,  Veg Sandwich,  Cheese Burger,  Veggie Burger,  Zinger Burger,  French Fries"," 96, 3rd Cross Street, Venkateshwara Nagar, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/crunchy-sandwich-velachery,
46 Arabian Foods,Indoor Seating,Restaurant,Chinese,"Chilli Chicken,  Hakka Noodles,  Chicken Manchurian,  Sweet Corn Soup,  Chilli Paneer,  Spring Rolls,  Gobi Manchurian"," 1, Anbu Nagar, Koladi Main Road, Thiruverkadu, Avadi, Chennai",Avadi,13.1067,80.097,https://www.zomato.com/chennai/46-arabian-foods-avadi,
Hajara Foods,"Breakfast, Indoor Seating",Restaurant,"South Indian,  Seafood,  Chinese","Meen Kuzhambu,  Fried Rice,  Rasam Rice,  Idli Sambar,  Calamari,  Pongal,  Chicken Manchurian"," 9, Kenneth Lane, Egmore, Chennai",Egmore,13.0732,80.2609,https://www.zomato.com/chennai/hajara-foods-egmore,
Lemon Fizz,"Takeaway Only, Vegetarian Only, Desserts and Bakes",Cafe,Beverages,"Rose Milk,  Filter Coffee,  Green Tea,  Mojito,  Masala Chai,  Buttermilk,  Fresh Lime Soda"," Alsa Mall, 149, Montieth Road, Egmore, Chennai",Egmore,13.0732,80.2609,https://www.zomato.com/chennai/lemon-fizz-egmore,
